Gene1	Gene2	Gene1_name	Gene2_name	Family_ID	Chromosome	Genes_Apart	Distance_bp	Strand1	Strand2	Same_Orientation
KRG99665	KRG99666	GLYMA_18G161600	GLYMA_18G161700	43	18	1	24430	-	-	True
KRG99665	KRG99667	GLYMA_18G161600	GLYMA_18G161800	43	18	2	43073	-	-	True
KRG99665	KRG99668	GLYMA_18G161600	GLYMA_18G161900	43	18	3	46575	-	-	True
KRG99665	KRG99671	GLYMA_18G161600	GLYMA_18G162200	43	18	6	55758	-	-	True
KRG99665	KRG99672	GLYMA_18G161600	GLYMA_18G162300	43	18	7	59555	-	-	True
KRG99665	KRG99673	GLYMA_18G161600	GLYMA_18G162400	43	18	8	69963	-	-	True
KRG99665	KRG99674	GLYMA_18G161600	GLYMA_18G162500	43	18	9	76506	-	-	True
KRG99665	KRG99675	GLYMA_18G161600	GLYMA_18G162600	43	18	10	88334	-	-	True
KRG99666	KRG99667	GLYMA_18G161700	GLYMA_18G161800	43	18	1	18643	-	-	True
KRG99666	KRG99668	GLYMA_18G161700	GLYMA_18G161900	43	18	2	22145	-	-	True
KRG99666	KRG99671	GLYMA_18G161700	GLYMA_18G162200	43	18	5	31328	-	-	True
KRG99666	KRG99672	GLYMA_18G161700	GLYMA_18G162300	43	18	6	35125	-	-	True
KRG99666	KRG99673	GLYMA_18G161700	GLYMA_18G162400	43	18	7	45533	-	-	True
KRG99666	KRG99674	GLYMA_18G161700	GLYMA_18G162500	43	18	8	52076	-	-	True
KRG99666	KRG99675	GLYMA_18G161700	GLYMA_18G162600	43	18	9	63904	-	-	True
KRG99666	KRG99676	GLYMA_18G161700	GLYMA_18G162700	43	18	10	77137	-	-	True
KRG99667	KRG99668	GLYMA_18G161800	GLYMA_18G161900	43	18	1	3502	-	-	True
KRG99667	KRG99671	GLYMA_18G161800	GLYMA_18G162200	43	18	4	12685	-	-	True
KRG99667	KRG99672	GLYMA_18G161800	GLYMA_18G162300	43	18	5	16482	-	-	True
KRG99667	KRG99673	GLYMA_18G161800	GLYMA_18G162400	43	18	6	26890	-	-	True
KRG99667	KRG99674	GLYMA_18G161800	GLYMA_18G162500	43	18	7	33433	-	-	True
KRG99667	KRG99675	GLYMA_18G161800	GLYMA_18G162600	43	18	8	45261	-	-	True
KRG99667	KRG99676	GLYMA_18G161800	GLYMA_18G162700	43	18	9	58494	-	-	True
KRG99667	KRG99677	GLYMA_18G161800	GLYMA_18G162800	43	18	10	67512	-	-	True
KRG99668	KRG99671	GLYMA_18G161900	GLYMA_18G162200	43	18	3	9183	-	-	True
KRG99668	KRG99672	GLYMA_18G161900	GLYMA_18G162300	43	18	4	12980	-	-	True
KRG99668	KRG99673	GLYMA_18G161900	GLYMA_18G162400	43	18	5	23388	-	-	True
KRG99668	KRG99674	GLYMA_18G161900	GLYMA_18G162500	43	18	6	29931	-	-	True
KRG99668	KRG99675	GLYMA_18G161900	GLYMA_18G162600	43	18	7	41759	-	-	True
KRG99668	KRG99676	GLYMA_18G161900	GLYMA_18G162700	43	18	8	54992	-	-	True
KRG99668	KRG99677	GLYMA_18G161900	GLYMA_18G162800	43	18	9	64010	-	-	True
KRG99668	KRG99678	GLYMA_18G161900	GLYMA_18G162900	43	18	10	80712	-	-	True
KRG99671	KRG99672	GLYMA_18G162200	GLYMA_18G162300	43	18	1	3797	-	-	True
KRG99671	KRG99673	GLYMA_18G162200	GLYMA_18G162400	43	18	2	14205	-	-	True
KRG99671	KRG99674	GLYMA_18G162200	GLYMA_18G162500	43	18	3	20748	-	-	True
KRG99671	KRG99675	GLYMA_18G162200	GLYMA_18G162600	43	18	4	32576	-	-	True
KRG99671	KRG99676	GLYMA_18G162200	GLYMA_18G162700	43	18	5	45809	-	-	True
KRG99671	KRG99677	GLYMA_18G162200	GLYMA_18G162800	43	18	6	54827	-	-	True
KRG99671	KRG99678	GLYMA_18G162200	GLYMA_18G162900	43	18	7	71529	-	-	True
KRG99671	KRG99680	GLYMA_18G162200	GLYMA_18G163100	43	18	9	85795	-	-	True
KRG99671	KRG99681	GLYMA_18G162200	GLYMA_18G163200	43	18	10	136453	-	-	True
KRG99672	KRG99673	GLYMA_18G162300	GLYMA_18G162400	43	18	1	10408	-	-	True
KRG99672	KRG99674	GLYMA_18G162300	GLYMA_18G162500	43	18	2	16951	-	-	True
KRG99672	KRG99675	GLYMA_18G162300	GLYMA_18G162600	43	18	3	28779	-	-	True
KRG99672	KRG99676	GLYMA_18G162300	GLYMA_18G162700	43	18	4	42012	-	-	True
KRG99672	KRG99677	GLYMA_18G162300	GLYMA_18G162800	43	18	5	51030	-	-	True
KRG99672	KRG99678	GLYMA_18G162300	GLYMA_18G162900	43	18	6	67732	-	-	True
KRG99672	KRG99680	GLYMA_18G162300	GLYMA_18G163100	43	18	8	81998	-	-	True
KRG99672	KRG99681	GLYMA_18G162300	GLYMA_18G163200	43	18	9	132656	-	-	True
KRG99673	KRG99674	GLYMA_18G162400	GLYMA_18G162500	43	18	1	6543	-	-	True
KRG99673	KRG99675	GLYMA_18G162400	GLYMA_18G162600	43	18	2	18371	-	-	True
KRG99673	KRG99676	GLYMA_18G162400	GLYMA_18G162700	43	18	3	31604	-	-	True
KRG99673	KRG99677	GLYMA_18G162400	GLYMA_18G162800	43	18	4	40622	-	-	True
KRG99673	KRG99678	GLYMA_18G162400	GLYMA_18G162900	43	18	5	57324	-	-	True
KRG99673	KRG99680	GLYMA_18G162400	GLYMA_18G163100	43	18	7	71590	-	-	True
KRG99673	KRG99681	GLYMA_18G162400	GLYMA_18G163200	43	18	8	122248	-	-	True
KRG99674	KRG99675	GLYMA_18G162500	GLYMA_18G162600	43	18	1	11828	-	-	True
KRG99674	KRG99676	GLYMA_18G162500	GLYMA_18G162700	43	18	2	25061	-	-	True
KRG99674	KRG99677	GLYMA_18G162500	GLYMA_18G162800	43	18	3	34079	-	-	True
KRG99674	KRG99678	GLYMA_18G162500	GLYMA_18G162900	43	18	4	50781	-	-	True
KRG99674	KRG99680	GLYMA_18G162500	GLYMA_18G163100	43	18	6	65047	-	-	True
KRG99674	KRG99681	GLYMA_18G162500	GLYMA_18G163200	43	18	7	115705	-	-	True
KRG99675	KRG99676	GLYMA_18G162600	GLYMA_18G162700	43	18	1	13233	-	-	True
KRG99675	KRG99677	GLYMA_18G162600	GLYMA_18G162800	43	18	2	22251	-	-	True
KRG99675	KRG99678	GLYMA_18G162600	GLYMA_18G162900	43	18	3	38953	-	-	True
KRG99675	KRG99680	GLYMA_18G162600	GLYMA_18G163100	43	18	5	53219	-	-	True
KRG99675	KRG99681	GLYMA_18G162600	GLYMA_18G163200	43	18	6	103877	-	-	True
KRG99676	KRG99677	GLYMA_18G162700	GLYMA_18G162800	43	18	1	9018	-	-	True
KRG99676	KRG99678	GLYMA_18G162700	GLYMA_18G162900	43	18	2	25720	-	-	True
KRG99676	KRG99680	GLYMA_18G162700	GLYMA_18G163100	43	18	4	39986	-	-	True
KRG99676	KRG99681	GLYMA_18G162700	GLYMA_18G163200	43	18	5	90644	-	-	True
KRG99677	KRG99678	GLYMA_18G162800	GLYMA_18G162900	43	18	1	16702	-	-	True
KRG99677	KRG99680	GLYMA_18G162800	GLYMA_18G163100	43	18	3	30968	-	-	True
KRG99677	KRG99681	GLYMA_18G162800	GLYMA_18G163200	43	18	4	81626	-	-	True
KRG99678	KRG99680	GLYMA_18G162900	GLYMA_18G163100	43	18	2	14266	-	-	True
KRG99678	KRG99681	GLYMA_18G162900	GLYMA_18G163200	43	18	3	64924	-	-	True
KRG99680	KRG99681	GLYMA_18G163100	GLYMA_18G163200	43	18	1	50658	-	-	True
KRG99738	KRG99739	GLYMA_18G167600	GLYMA_18G167700	43	18	1	11098	+	+	True
KRG99738	KRG99740	GLYMA_18G167600	GLYMA_18G167800	43	18	2	21752	+	+	True
KRG99738	KRG99741	GLYMA_18G167600	GLYMA_18G167900	43	18	3	42862	+	-	False
KRG99738	KRG99743	GLYMA_18G167600	GLYMA_18G1680001	43	18	4	92175	+	+	True
KRG99738	KRG99744	GLYMA_18G167600	GLYMA_18G168100	43	18	5	98712	+	+	True
KRG99738	KRG99745	GLYMA_18G167600	GLYMA_18G168200	43	18	6	106939	+	+	True
KRG99738	KRG99746	GLYMA_18G167600	GLYMA_18G168300	43	18	7	115441	+	+	True
KRG99738	KRG99747	GLYMA_18G167600	GLYMA_18G168400	43	18	8	127542	+	+	True
KRG99738	KRG99748	GLYMA_18G167600	GLYMA_18G168500	43	18	9	128673	+	+	True
KRG99738	KRG99749	GLYMA_18G167600	GLYMA_18G168600	43	18	10	133349	+	+	True
KRG99739	KRG99740	GLYMA_18G167700	GLYMA_18G167800	43	18	1	10654	+	+	True
KRG99739	KRG99741	GLYMA_18G167700	GLYMA_18G167900	43	18	2	31764	+	-	False
KRG99739	KRG99743	GLYMA_18G167700	GLYMA_18G1680001	43	18	3	81077	+	+	True
KRG99739	KRG99744	GLYMA_18G167700	GLYMA_18G168100	43	18	4	87614	+	+	True
KRG99739	KRG99745	GLYMA_18G167700	GLYMA_18G168200	43	18	5	95841	+	+	True
KRG99739	KRG99746	GLYMA_18G167700	GLYMA_18G168300	43	18	6	104343	+	+	True
KRG99739	KRG99747	GLYMA_18G167700	GLYMA_18G168400	43	18	7	116444	+	+	True
KRG99739	KRG99748	GLYMA_18G167700	GLYMA_18G168500	43	18	8	117575	+	+	True
KRG99739	KRG99749	GLYMA_18G167700	GLYMA_18G168600	43	18	9	122251	+	+	True
KRG99740	KRG99741	GLYMA_18G167800	GLYMA_18G167900	43	18	1	21110	+	-	False
KRG99740	KRG99743	GLYMA_18G167800	GLYMA_18G1680001	43	18	2	70423	+	+	True
KRG99740	KRG99744	GLYMA_18G167800	GLYMA_18G168100	43	18	3	76960	+	+	True
KRG99740	KRG99745	GLYMA_18G167800	GLYMA_18G168200	43	18	4	85187	+	+	True
KRG99740	KRG99746	GLYMA_18G167800	GLYMA_18G168300	43	18	5	93689	+	+	True
KRG99740	KRG99747	GLYMA_18G167800	GLYMA_18G168400	43	18	6	105790	+	+	True
KRG99740	KRG99748	GLYMA_18G167800	GLYMA_18G168500	43	18	7	106921	+	+	True
KRG99740	KRG99749	GLYMA_18G167800	GLYMA_18G168600	43	18	8	111597	+	+	True
KRG99740	KRG99751	GLYMA_18G167800	GLYMA_18G168800	43	18	10	141882	+	+	True
KRG99741	KRG99743	GLYMA_18G167900	GLYMA_18G1680001	43	18	1	49313	-	+	False
KRG99741	KRG99744	GLYMA_18G167900	GLYMA_18G168100	43	18	2	55850	-	+	False
KRG99741	KRG99745	GLYMA_18G167900	GLYMA_18G168200	43	18	3	64077	-	+	False
KRG99741	KRG99746	GLYMA_18G167900	GLYMA_18G168300	43	18	4	72579	-	+	False
KRG99741	KRG99747	GLYMA_18G167900	GLYMA_18G168400	43	18	5	84680	-	+	False
KRG99741	KRG99748	GLYMA_18G167900	GLYMA_18G168500	43	18	6	85811	-	+	False
KRG99741	KRG99749	GLYMA_18G167900	GLYMA_18G168600	43	18	7	90487	-	+	False
KRG99741	KRG99751	GLYMA_18G167900	GLYMA_18G168800	43	18	9	120772	-	+	False
KRG99743	KRG99744	GLYMA_18G1680001	GLYMA_18G168100	43	18	1	6537	+	+	True
KRG99743	KRG99745	GLYMA_18G1680001	GLYMA_18G168200	43	18	2	14764	+	+	True
KRG99743	KRG99746	GLYMA_18G1680001	GLYMA_18G168300	43	18	3	23266	+	+	True
KRG99743	KRG99747	GLYMA_18G1680001	GLYMA_18G168400	43	18	4	35367	+	+	True
KRG99743	KRG99748	GLYMA_18G1680001	GLYMA_18G168500	43	18	5	36498	+	+	True
KRG99743	KRG99749	GLYMA_18G1680001	GLYMA_18G168600	43	18	6	41174	+	+	True
KRG99743	KRG99751	GLYMA_18G1680001	GLYMA_18G168800	43	18	8	71459	+	+	True
KRG99744	KRG99745	GLYMA_18G168100	GLYMA_18G168200	43	18	1	8227	+	+	True
KRG99744	KRG99746	GLYMA_18G168100	GLYMA_18G168300	43	18	2	16729	+	+	True
KRG99744	KRG99747	GLYMA_18G168100	GLYMA_18G168400	43	18	3	28830	+	+	True
KRG99744	KRG99748	GLYMA_18G168100	GLYMA_18G168500	43	18	4	29961	+	+	True
KRG99744	KRG99749	GLYMA_18G168100	GLYMA_18G168600	43	18	5	34637	+	+	True
KRG99744	KRG99751	GLYMA_18G168100	GLYMA_18G168800	43	18	7	64922	+	+	True
KRG99744	KRG99754	GLYMA_18G168100	GLYMA_18G169100	43	18	10	110596	+	-	False
KRG99745	KRG99746	GLYMA_18G168200	GLYMA_18G168300	43	18	1	8502	+	+	True
KRG99745	KRG99747	GLYMA_18G168200	GLYMA_18G168400	43	18	2	20603	+	+	True
KRG99745	KRG99748	GLYMA_18G168200	GLYMA_18G168500	43	18	3	21734	+	+	True
KRG99745	KRG99749	GLYMA_18G168200	GLYMA_18G168600	43	18	4	26410	+	+	True
KRG99745	KRG99751	GLYMA_18G168200	GLYMA_18G168800	43	18	6	56695	+	+	True
KRG99745	KRG99754	GLYMA_18G168200	GLYMA_18G169100	43	18	9	102369	+	-	False
KRG99746	KRG99747	GLYMA_18G168300	GLYMA_18G168400	43	18	1	12101	+	+	True
KRG99746	KRG99748	GLYMA_18G168300	GLYMA_18G168500	43	18	2	13232	+	+	True
KRG99746	KRG99749	GLYMA_18G168300	GLYMA_18G168600	43	18	3	17908	+	+	True
KRG99746	KRG99751	GLYMA_18G168300	GLYMA_18G168800	43	18	5	48193	+	+	True
KRG99746	KRG99754	GLYMA_18G168300	GLYMA_18G169100	43	18	8	93867	+	-	False
KRG99747	KRG99748	GLYMA_18G168400	GLYMA_18G168500	43	18	1	1131	+	+	True
KRG99747	KRG99749	GLYMA_18G168400	GLYMA_18G168600	43	18	2	5807	+	+	True
KRG99747	KRG99751	GLYMA_18G168400	GLYMA_18G168800	43	18	4	36092	+	+	True
KRG99747	KRG99754	GLYMA_18G168400	GLYMA_18G169100	43	18	7	81766	+	-	False
KRG99748	KRG99749	GLYMA_18G168500	GLYMA_18G168600	43	18	1	4676	+	+	True
KRG99748	KRG99751	GLYMA_18G168500	GLYMA_18G168800	43	18	3	34961	+	+	True
KRG99748	KRG99754	GLYMA_18G168500	GLYMA_18G169100	43	18	6	80635	+	-	False
KRG99749	KRG99751	GLYMA_18G168600	GLYMA_18G168800	43	18	2	30285	+	+	True
KRG99749	KRG99754	GLYMA_18G168600	GLYMA_18G169100	43	18	5	75959	+	-	False
KRG99751	KRG99754	GLYMA_18G168800	GLYMA_18G169100	43	18	3	45674	+	-	False
KRG88566	KRG88568	GLYMA_U003800	GLYMA_U004000	43	scaffold_128	2	55241	+	+	True
KRG88566	KRG88569	GLYMA_U003800	GLYMA_U004100	43	scaffold_128	3	57935	+	+	True
KRG88568	KRG88569	GLYMA_U004000	GLYMA_U004100	43	scaffold_128	1	2694	+	+	True
KRG88629	KRG88631	GLYMA_U0377002	GLYMA_U0377001	44	scaffold_44	1	3850	+	+	True
KRH27572	KRH27573	GLYMA_11G001200	GLYMA_11G001300	45	11	1	3812	+	+	True
KRH10502	KRH10503	GLYMA_15G0516002	GLYMA_15G0516001	45	15	1	3724	+	+	True
KRH58311	KRH58312	GLYMA_05G119500	GLYMA_05G119600	45	5	1	17890	-	-	True
KRH75123	KRH75127	GLYMA_01G064100	GLYMA_01G0642001	46	1	1	117011	+	+	True
KRH18331	KRH18339	GLYMA_13G052100	GLYMA_13G052700	46	13	5	53428	-	-	True
KRH03170	KRH03173	GLYMA_17G080900	GLYMA_17G081200	46	17	3	16943	+	+	True
KRH01380	KRH01382	GLYMA_18G273500	GLYMA_18G273600	46	18	1	18443	+	+	True
KRG93698	KRG93701	GLYMA_19G034500	GLYMA_19G034600	46	19	1	23425	+	+	True
KRH70973	KRH70974	GLYMA_02G121500	GLYMA_02G121600	46	2	1	19074	+	+	True
KRH56774	KRH56775	GLYMA_05G018800	GLYMA_05G018900	46	5	1	15739	-	-	True
KRH48298	KRH48304	GLYMA_07G0809002	GLYMA_07G081300	46	7	4	61171	+	-	False
KRH45097	KRH45099	GLYMA_08G250700	GLYMA_08G250800	46	8	1	17791	+	+	True
KRH75929	KRH75931	GLYMA_01G118300	GLYMA_01G118400	47	1	1	15950	+	+	True
KRH75929	KRH75936	GLYMA_01G118300	GLYMA_01G118700	47	1	2	45459	+	+	True
KRH75929	KRH75937	GLYMA_01G118300	GLYMA_01G1188002	47	1	3	47630	+	+	True
KRH75929	KRH75938	GLYMA_01G118300	GLYMA_01G1188001	47	1	4	68411	+	+	True
KRH75929	KRH75939	GLYMA_01G118300	GLYMA_01G118900	47	1	5	102281	+	+	True
KRH75931	KRH75936	GLYMA_01G118400	GLYMA_01G118700	47	1	1	29509	+	+	True
KRH75931	KRH75937	GLYMA_01G118400	GLYMA_01G1188002	47	1	2	31680	+	+	True
KRH75931	KRH75938	GLYMA_01G118400	GLYMA_01G1188001	47	1	3	52461	+	+	True
KRH75931	KRH75939	GLYMA_01G118400	GLYMA_01G118900	47	1	4	86331	+	+	True
KRH75936	KRH75937	GLYMA_01G118700	GLYMA_01G1188002	47	1	1	2171	+	+	True
KRH75936	KRH75938	GLYMA_01G118700	GLYMA_01G1188001	47	1	2	22952	+	+	True
KRH75936	KRH75939	GLYMA_01G118700	GLYMA_01G118900	47	1	3	56822	+	+	True
KRH75937	KRH75938	GLYMA_01G1188002	GLYMA_01G1188001	47	1	1	20781	+	+	True
KRH75937	KRH75939	GLYMA_01G1188002	GLYMA_01G118900	47	1	2	54651	+	+	True
KRH75938	KRH75939	GLYMA_01G1188001	GLYMA_01G118900	47	1	1	33870	+	+	True
KRH27378	KRH27392	GLYMA_12G231800	GLYMA_12G233000	47	12	7	30531	-	-	True
KRH27378	KRH27394	GLYMA_12G231800	GLYMA_12G2331002	47	12	8	48272	-	+	False
KRH27378	KRH27395	GLYMA_12G231800	GLYMA_12G2331001	47	12	9	49733	-	+	False
KRH27392	KRH27394	GLYMA_12G233000	GLYMA_12G2331002	47	12	1	17741	-	+	False
KRH27392	KRH27395	GLYMA_12G233000	GLYMA_12G2331001	47	12	2	19202	-	+	False
KRH27392	KRH27397	GLYMA_12G233000	GLYMA_12G233300	47	12	4	34830	-	+	False
KRH27394	KRH27395	GLYMA_12G2331002	GLYMA_12G2331001	47	12	1	1461	+	+	True
KRH27394	KRH27397	GLYMA_12G2331002	GLYMA_12G233300	47	12	3	17089	+	+	True
KRH27395	KRH27397	GLYMA_12G2331001	GLYMA_12G233300	47	12	2	15628	+	+	True
KRH21897	KRH21902	GLYMA_13G265700	GLYMA_13G265800	47	13	1	11567	-	-	True
KRH21897	KRH21905	GLYMA_13G265700	GLYMA_13G266000	47	13	3	22506	-	-	True
KRH21897	KRH21906	GLYMA_13G265700	GLYMA_13G266100	47	13	4	42288	-	-	True
KRH21897	KRH21907	GLYMA_13G265700	GLYMA_13G266200	47	13	5	62196	-	-	True
KRH21897	KRH21908	GLYMA_13G265700	GLYMA_13G266300	47	13	6	76503	-	+	False
KRH21902	KRH21905	GLYMA_13G265800	GLYMA_13G266000	47	13	2	10939	-	-	True
KRH21902	KRH21906	GLYMA_13G265800	GLYMA_13G266100	47	13	3	30721	-	-	True
KRH21902	KRH21907	GLYMA_13G265800	GLYMA_13G266200	47	13	4	50629	-	-	True
KRH21902	KRH21908	GLYMA_13G265800	GLYMA_13G266300	47	13	5	64936	-	+	False
KRH21905	KRH21906	GLYMA_13G266000	GLYMA_13G266100	47	13	1	19782	-	-	True
KRH21905	KRH21907	GLYMA_13G266000	GLYMA_13G266200	47	13	2	39690	-	-	True
KRH21905	KRH21908	GLYMA_13G266000	GLYMA_13G266300	47	13	3	53997	-	+	False
KRH21906	KRH21907	GLYMA_13G266100	GLYMA_13G266200	47	13	1	19908	-	-	True
KRH21906	KRH21908	GLYMA_13G266100	GLYMA_13G266300	47	13	2	34215	-	+	False
KRH21907	KRH21908	GLYMA_13G266200	GLYMA_13G266300	47	13	1	14307	-	+	False
KRH14451	KRH14453	GLYMA_14G026300	GLYMA_14G026500	47	14	2	19098	+	+	True
KRH55298	KRH55301	GLYMA_06G243800	GLYMA_06G244100	47	6	3	191718	+	+	True
KRH14166	KRH14179	GLYMA_14G010100	GLYMA_14G010300	48	14	2	15624	-	-	True
KRH16259	KRH16264	GLYMA_14G143900	GLYMA_14G144200	48	14	2	313037	+	-	False
KRH16259	KRH16266	GLYMA_14G143900	GLYMA_14G144400	48	14	4	448321	+	-	False
KRH16259	KRH16269	GLYMA_14G143900	GLYMA_14G144700	48	14	7	723087	+	-	False
KRH16264	KRH16266	GLYMA_14G144200	GLYMA_14G144400	48	14	2	135284	-	-	True
KRH16264	KRH16269	GLYMA_14G144200	GLYMA_14G144700	48	14	5	410050	-	-	True
KRH16266	KRH16269	GLYMA_14G144400	GLYMA_14G144700	48	14	3	274766	-	-	True
KRH04858	KRH04869	GLYMA_17G192000	GLYMA_17G192500	48	17	5	245842	+	-	False
KRG98402	KRG98404	GLYMA_18G071700	GLYMA_18G071800	48	18	1	15288	-	-	True
KRG98402	KRG98408	GLYMA_18G071700	GLYMA_18G071900	48	18	2	35677	-	-	True
KRG98404	KRG98408	GLYMA_18G071800	GLYMA_18G071900	48	18	1	20389	-	-	True
KRH73954	KRH73962	GLYMA_02G303500	GLYMA_02G303700	48	2	2	17371	+	+	True
KRH63988	KRH63989	GLYMA_04G209100	GLYMA_04G209200	48	4	1	10965	+	+	True
KRH52795	KRH52799	GLYMA_06G088200	GLYMA_06G088300	48	6	1	14962	+	+	True
KRH53946	KRH53947	GLYMA_06G156600	GLYMA_06G156700	48	6	1	10616	-	-	True
KRH46483	KRH46484	GLYMA_08G336600	GLYMA_08G336700	48	8	1	6839	-	-	True
KRH46483	KRH46487	GLYMA_08G336600	GLYMA_08G336800	48	8	2	12374	-	-	True
KRH46484	KRH46487	GLYMA_08G336700	GLYMA_08G336800	48	8	1	5535	-	-	True
KRH07714	KRH07718	GLYMA_16G105800	GLYMA_16G106200	49	16	3	54284	-	+	False
KRH08037	KRH08038	GLYMA_16G125200	GLYMA_16G125300	49	16	1	23524	+	+	True
KRH08037	KRH08041	GLYMA_16G125200	GLYMA_16G125600	49	16	4	68517	+	+	True
KRH08037	KRH08043	GLYMA_16G125200	GLYMA_16G125800	49	16	5	136302	+	+	True
KRH08037	KRH08045	GLYMA_16G125200	GLYMA_16G126000	49	16	7	174160	+	+	True
KRH08037	KRH08046	GLYMA_16G125200	GLYMA_16G126100	49	16	8	193001	+	+	True
KRH08038	KRH08041	GLYMA_16G125300	GLYMA_16G125600	49	16	3	44993	+	+	True
KRH08038	KRH08043	GLYMA_16G125300	GLYMA_16G125800	49	16	4	112778	+	+	True
KRH08038	KRH08045	GLYMA_16G125300	GLYMA_16G126000	49	16	6	150636	+	+	True
KRH08038	KRH08046	GLYMA_16G125300	GLYMA_16G126100	49	16	7	169477	+	+	True
KRH08041	KRH08043	GLYMA_16G125600	GLYMA_16G125800	49	16	1	67785	+	+	True
KRH08041	KRH08045	GLYMA_16G125600	GLYMA_16G126000	49	16	3	105643	+	+	True
KRH08041	KRH08046	GLYMA_16G125600	GLYMA_16G126100	49	16	4	124484	+	+	True
KRH08043	KRH08045	GLYMA_16G125800	GLYMA_16G126000	49	16	2	37858	+	+	True
KRH08043	KRH08046	GLYMA_16G125800	GLYMA_16G126100	49	16	3	56699	+	+	True
KRH08045	KRH08046	GLYMA_16G126000	GLYMA_16G126100	49	16	1	18841	+	+	True
KRH08729	KRH08738	GLYMA_16G169900	GLYMA_16G170700	49	16	7	106418	-	+	False
KRH08729	KRH08739	GLYMA_16G169900	GLYMA_16G170800	49	16	8	119289	-	+	False
KRH08729	KRH08740	GLYMA_16G169900	GLYMA_16G170900	49	16	9	140970	-	+	False
KRH08729	KRH08741	GLYMA_16G169900	GLYMA_16G171000	49	16	10	151103	-	-	True
KRH08738	KRH08739	GLYMA_16G170700	GLYMA_16G170800	49	16	1	12871	+	+	True
KRH08738	KRH08740	GLYMA_16G170700	GLYMA_16G170900	49	16	2	34552	+	+	True
KRH08738	KRH08741	GLYMA_16G170700	GLYMA_16G171000	49	16	3	44685	+	-	False
KRH08738	KRH08742	GLYMA_16G170700	GLYMA_16G171100	49	16	4	51352	+	+	True
KRH08738	KRH08743	GLYMA_16G170700	GLYMA_16G171200	49	16	5	60470	+	+	True
KRH08738	KRH08744	GLYMA_16G170700	GLYMA_16G171300	49	16	6	75184	+	-	False
KRH08738	KRH08745	GLYMA_16G170700	GLYMA_16G171400	49	16	7	88141	+	+	True
KRH08738	KRH08746	GLYMA_16G170700	GLYMA_16G171500	49	16	8	107697	+	+	True
KRH08738	KRH08747	GLYMA_16G170700	GLYMA_16G171600	49	16	9	116361	+	-	False
KRH08738	KRH08748	GLYMA_16G170700	GLYMA_16G171700	49	16	10	123123	+	+	True
KRH08739	KRH08740	GLYMA_16G170800	GLYMA_16G170900	49	16	1	21681	+	+	True
KRH08739	KRH08741	GLYMA_16G170800	GLYMA_16G171000	49	16	2	31814	+	-	False
KRH08739	KRH08742	GLYMA_16G170800	GLYMA_16G171100	49	16	3	38481	+	+	True
KRH08739	KRH08743	GLYMA_16G170800	GLYMA_16G171200	49	16	4	47599	+	+	True
KRH08739	KRH08744	GLYMA_16G170800	GLYMA_16G171300	49	16	5	62313	+	-	False
KRH08739	KRH08745	GLYMA_16G170800	GLYMA_16G171400	49	16	6	75270	+	+	True
KRH08739	KRH08746	GLYMA_16G170800	GLYMA_16G171500	49	16	7	94826	+	+	True
KRH08739	KRH08747	GLYMA_16G170800	GLYMA_16G171600	49	16	8	103490	+	-	False
KRH08739	KRH08748	GLYMA_16G170800	GLYMA_16G171700	49	16	9	110252	+	+	True
KRH08739	KRH08749	GLYMA_16G170800	GLYMA_16G171800	49	16	10	127467	+	+	True
KRH08740	KRH08741	GLYMA_16G170900	GLYMA_16G171000	49	16	1	10133	+	-	False
KRH08740	KRH08742	GLYMA_16G170900	GLYMA_16G171100	49	16	2	16800	+	+	True
KRH08740	KRH08743	GLYMA_16G170900	GLYMA_16G171200	49	16	3	25918	+	+	True
KRH08740	KRH08744	GLYMA_16G170900	GLYMA_16G171300	49	16	4	40632	+	-	False
KRH08740	KRH08745	GLYMA_16G170900	GLYMA_16G171400	49	16	5	53589	+	+	True
KRH08740	KRH08746	GLYMA_16G170900	GLYMA_16G171500	49	16	6	73145	+	+	True
KRH08740	KRH08747	GLYMA_16G170900	GLYMA_16G171600	49	16	7	81809	+	-	False
KRH08740	KRH08748	GLYMA_16G170900	GLYMA_16G171700	49	16	8	88571	+	+	True
KRH08740	KRH08749	GLYMA_16G170900	GLYMA_16G171800	49	16	9	105786	+	+	True
KRH08741	KRH08742	GLYMA_16G171000	GLYMA_16G171100	49	16	1	6667	-	+	False
KRH08741	KRH08743	GLYMA_16G171000	GLYMA_16G171200	49	16	2	15785	-	+	False
KRH08741	KRH08744	GLYMA_16G171000	GLYMA_16G171300	49	16	3	30499	-	-	True
KRH08741	KRH08745	GLYMA_16G171000	GLYMA_16G171400	49	16	4	43456	-	+	False
KRH08741	KRH08746	GLYMA_16G171000	GLYMA_16G171500	49	16	5	63012	-	+	False
KRH08741	KRH08747	GLYMA_16G171000	GLYMA_16G171600	49	16	6	71676	-	-	True
KRH08741	KRH08748	GLYMA_16G171000	GLYMA_16G171700	49	16	7	78438	-	+	False
KRH08741	KRH08749	GLYMA_16G171000	GLYMA_16G171800	49	16	8	95653	-	+	False
KRH08741	KRH08752	GLYMA_16G171000	GLYMA_16G172100	49	16	10	124827	-	+	False
KRH08742	KRH08743	GLYMA_16G171100	GLYMA_16G171200	49	16	1	9118	+	+	True
KRH08742	KRH08744	GLYMA_16G171100	GLYMA_16G171300	49	16	2	23832	+	-	False
