gene	age_class	ks_used	selection_class	w_used
KRH18120	Recent	0.0139	Purifying_selection	0.2823
KRH18121	Recent	0.5321	Purifying_selection	0.805
KRH18123	Recent	0.0139	Purifying_selection	0.2925
KRH18124	Recent	0.1086	Purifying_selection	0.2468
KRH18125	Recent	0.1354	Purifying_selection	0.6502
KRH18126	Recent	0.1378	Purifying_selection	0.3307
KRH18129	Recent	0.049	Purifying_selection	0.4633
KRH18131	Recent	0.1746	Purifying_selection	0.3538
KRH18132	Recent	0.4956	Purifying_selection	0.1386
KRH18133	Recent	0.0747	Purifying_selection	0.3199
KRH18134	Recent	0.4497	Purifying_selection	0.634
KRH18135	Recent	0.079	Purifying_selection	0.1498
KRH18136	Recent	0.7853	Purifying_selection	0.2279
KRH18141	Recent	0.4948	Purifying_selection	0.6541
KRH18142	Recent	0.049	Purifying_selection	0.4633
KRH18145	Recent	0.0883	Purifying_selection	0.3671
KRH18150	Recent	0.0989	Purifying_selection	0.346
KRH18151	Recent	0.2262	Purifying_selection	0.6809
KRH18152	Recent	0.1088	Purifying_selection	0.2285
KRH18154	Recent	0.0972	Purifying_selection	0.2635
KRH18156	Recent	0.0587	Purifying_selection	0.3757
KRH18164	Recent	0.0975	Purifying_selection	0.4351
KRH18165	Recent	0.0859	Purifying_selection	0.2712
KRH18168	Recent	0.3456	Purifying_selection	0.4993
KRH18169	Recent	0.2687	Purifying_selection	0.3822
KRH18170	Recent	0.0819	Purifying_selection	0.5767
KRH18171	Recent	0.2094	Purifying_selection	0.8445
KRH18172	Recent	0.1614	Purifying_selection	0.232
KRH18176	Recent	0.1462	Purifying_selection	0.5438
KRH18178	Recent	0.0911	Purifying_selection	0.6914
KRH18181	Recent	0.1437	Purifying_selection	0.4152
KRH18182	Recent	0.1318	Purifying_selection	0.278
KRH18184	Recent	0.1775	Purifying_selection	0.4897
KRH18185	Recent	0.0381	Purifying_selection	0.4182
KRH18186	Recent	0.0125	Neutral	1
KRH18187	Recent	0.0039	Neutral	1
KRH18188	Recent	0.3916	Purifying_selection	0.4269
KRH18189	Recent	0.1662	Purifying_selection	0.4897
KRH18190	Recent	0.2491	Purifying_selection	0.4857
KRH18202	Recent	0.1427	Purifying_selection	0.3692
KRH18203	Recent	0.3211	Purifying_selection	0.1343
KRH18205	Recent	0.6741	Purifying_selection	0.3723
KRH18206	Recent	0.2766	Purifying_selection	0.6612
KRH18207	Recent	0.1226	Purifying_selection	0.7102
KRH18209	Recent	0.1811	Purifying_selection	0.7362
KRH18210	Recent	0.1639	Purifying_selection	0.4141
KRH18211	Recent	0.1418	Purifying_selection	0.5631
KRH18213	Recent	0.1159	Purifying_selection	0.3116
KRH18216	Recent	0.1092	Purifying_selection	0.2866
KRH18217	Recent	0.0844	Purifying_selection	0.605
KRH18219	Recent	0.0837	Purifying_selection	0.2864
KRH18222	Recent	0.1566	Purifying_selection	0.5808
KRH18223	Recent	0.0986	Purifying_selection	0.4672
KRH18224	Recent	0.1027	Purifying_selection	0.3633
KRH18227	Recent	0.0942	Purifying_selection	0.6443
KRH18233	Recent	0.1948	Purifying_selection	0.8834
KRH18234	Recent	0.0922	Purifying_selection	0.1778
KRH18238	Recent	0.1876	Purifying_selection	0.2673
KRH18240	Recent	0.0808	Purifying_selection	0.0873
KRH18242	Recent	0.0958	Purifying_selection	0.3156
KRH18245	Recent	0.0514	Purifying_selection	0.2949
KRH18246	Recent	0.1573	Purifying_selection	0.3784
KRH18247	Recent	0.1811	Purifying_selection	0.3401
KRH18248	Recent	0.2604	Purifying_selection	0.2704
KRH18249	Recent	0.5802	Purifying_selection	0.1998
KRH18251	Recent	0.0692	Purifying_selection	0.3774
KRH18254	Recent	0.0584	Purifying_selection	0.6878
KRH18256	Recent	0.1008	Purifying_selection	0.572
KRH18257	Recent	0.0602	Purifying_selection	0.5201
KRH18259	Old	3.5151	Purifying_selection	0.2841
KRH18260	Recent	0.215	Purifying_selection	0.3005
KRH18262	Recent	0.1315	Purifying_selection	0.3078
KRH18263	Recent	0.0547	Purifying_selection	0.5026
KRH18264	Recent	0.1268	Purifying_selection	0.2662
KRH18265	Recent	0.1961	Purifying_selection	0.6155
KRH18266	Recent	0.1388	Purifying_selection	0.4153
KRH18268	Recent	0.1261	Purifying_selection	0.2636
KRH18270	Recent	0.2434	Purifying_selection	0.3553
KRH18272	Recent	0.2068	Purifying_selection	0.6199
KRH18273	Recent	0.0496	Purifying_selection	0.4422
KRH18275	Recent	0.0508	Purifying_selection	0.401
KRH18278	Recent	0.0496	Purifying_selection	0.4422
KRH18279	Recent	0.7908	Purifying_selection	0.2738
KRH18280	Recent	0.0935	Purifying_selection	0.4951
KRH18281	Recent	0.342	Purifying_selection	0.5823
KRH18282	Recent	0.342	Purifying_selection	0.5823
KRH18283	Recent	0.0975	Purifying_selection	0.3683
KRH18284	Recent	0.1393	Purifying_selection	0.6753
KRH18285	Recent	0.15	Purifying_selection	0.462
KRH18286	Recent	0.107	Purifying_selection	0.7793
KRH18292	Recent	0.094	Purifying_selection	0.2274
KRH18295	Recent	0.1893	Purifying_selection	0.334
KRH18296	Recent	0.1045	Purifying_selection	0.153
KRH18297	Recent	0.2144	Purifying_selection	0.2117
KRH18298	Old	4.4402	Purifying_selection	0.142
KRH18301	Recent	0.1044	Purifying_selection	0.1065
KRH18305	Recent	0.1011	Purifying_selection	0.1913
KRH18308	Recent	0.1202	Purifying_selection	0.2574
KRH18309	Recent	0.108	Purifying_selection	0.4497
KRH18310	Recent	0.1703	Purifying_selection	0.605
KRH18311	Recent	0.1282	Purifying_selection	0.2371
KRH18312	Recent	0.1927	Purifying_selection	0.3417
KRH18313	Recent	0.1984	Purifying_selection	0.1578
KRH18315	Recent	0.1291	Purifying_selection	0.4443
KRH18317	Recent	0.1374	Purifying_selection	0.3581
KRH18319	Recent	0.1285	Purifying_selection	0.3138
KRH18320	Recent	0.0285	Purifying_selection	0.4681
KRH18323	Recent	0.1029	Purifying_selection	0.2354
KRH18325	Recent	0.0802	Purifying_selection	0.2592
KRH18326	Recent	0.0243	Purifying_selection	0.5931
KRH18327	Recent	0.1564	Purifying_selection	0.5636
KRH18328	Recent	0.0148	Purifying_selection	0.5213
KRH18329	Recent	0.1712	Purifying_selection	0.4088
KRH18330	Recent	0.1524	Purifying_selection	0.2478
KRH18331	Recent	0.1584	Purifying_selection	0.6858
KRH18332	Recent	0.1362	Purifying_selection	0.6245
KRH18334	Recent	0.2409	Purifying_selection	0.7531
KRH18336	Recent	0.0282	Purifying_selection	0.5606
KRH18337	Recent	0.0315	Neutral	1
KRH18339	Recent	0.0895	Purifying_selection	0.4879
KRH18340	Recent	0.1357	Purifying_selection	0.4162
KRH18341	Recent	0.1076	Purifying_selection	0.2817
KRH18345	Recent	0.1746	Purifying_selection	0.0679
KRH18347	Recent	0.1367	Purifying_selection	0.124
KRH18350	Recent	0.1161	Purifying_selection	0.2258
KRH18352	Recent	0.0191	Purifying_selection	0.2775
KRH18353	Recent	0.0748	Purifying_selection	0.3827
KRH18354	Recent	0.2178	Purifying_selection	0.1861
KRH18355	Recent	0.3388	Purifying_selection	0.0396
KRH18356	Recent	0.0135	Purifying_selection	0.8917
KRH18358	Recent	0.0328	Purifying_selection	0.9519
KRH18359	Recent	0.1867	Purifying_selection	0.4092
KRH18361	Recent	0.8254	Purifying_selection	0.3666
KRH18363	Recent	0.5476	Purifying_selection	0.3929
KRH18364	Recent	0.0624	Purifying_selection	0.6635
KRH18365	Recent	0.0135	Purifying_selection	0.8917
KRH18366	Recent	0.0785	Purifying_selection	0.5238
KRH18367	Recent	0.1346	Purifying_selection	0.3624
KRH18368	Recent	0.2768	Purifying_selection	0.4602
KRH18369	Recent	0.0859	Purifying_selection	0.851
KRH18370	Recent	0.2803	Purifying_selection	0.5649
KRH18371	Recent	1.0234	Purifying_selection	0.5415
KRH18372	Recent	0.1059	Purifying_selection	0.8945
KRH18373	Recent	0.1722	Purifying_selection	0.2974
KRH18374	Recent	0.1029	Purifying_selection	0.491
KRH18375	Recent	0.1738	Purifying_selection	0.1848
KRH18376	Recent	0.1487	Purifying_selection	0.7693
KRH18378	Recent	0.1501	Purifying_selection	0.4466
KRH18379	Recent	0.0929	Purifying_selection	0.5316
KRH18384	Recent	0.1019	Purifying_selection	0.5123
KRH18385	Recent	0.2098	Purifying_selection	0.2959
KRH18386	Recent	0.1189	Purifying_selection	0.3562
KRH18387	Recent	0.113	Purifying_selection	0.5642
KRH18388	Recent	0.1317	Neutral	1
KRH18389	Recent	0.0402	Purifying_selection	0.6359
KRH18391	Recent	0.0242	Purifying_selection	0.8456
KRH18395	Recent	0.0386	Purifying_selection	0.6677
KRH18396	Recent	0.0302	Purifying_selection	0.1969
KRH18397	Recent	0.2824	Purifying_selection	0.2559
KRH18398	Recent	0.0237	Purifying_selection	0.939
KRH18399	Recent	0.0127	Neutral	1
KRH18400	Recent	0.0868	Purifying_selection	0.3122
KRH18401	Recent	0.072	Purifying_selection	0.6626
KRH18402	Recent	0.2334	Purifying_selection	0.0169
KRH18403	Recent	0.1615	Purifying_selection	0.3042
KRH18404	Recent	0.1603	Purifying_selection	0.1354
KRH18405	Recent	0.1017	Purifying_selection	0.5908
KRH18406	Recent	0.0285	Purifying_selection	0.7323
KRH18407	Recent	0.1746	Purifying_selection	0.8008
KRH18408	Recent	0.0761	Purifying_selection	0.1897
KRH18411	Recent	0.1132	Purifying_selection	0.3455
KRH18416	Recent	0.3302	Purifying_selection	0.7238
KRH18417	Recent	0.0725	Purifying_selection	0.199
KRH18418	Recent	0.1013	Purifying_selection	0.1335
KRH18420	Recent	0.3017	Purifying_selection	0.1914
KRH18421	Recent	0.1035	Purifying_selection	0.59
KRH18422	Recent	0.1175	Purifying_selection	0.1602
KRH18425	Recent	0.1058	Purifying_selection	0.2168
KRH18427	Recent	0.1184	Purifying_selection	0.1289
KRH18429	Recent	0.5788	Purifying_selection	0.3521
KRH18430	Recent	0.0839	Purifying_selection	0.4532
KRH18432	Recent	1.6132	Purifying_selection	0.3964
KRH18433	Recent	0.1128	Purifying_selection	0.6908
KRH18434	Recent	0.0887	Purifying_selection	0.5341
KRH18436	Recent	0.0574	Purifying_selection	0.8456
KRH18437	Recent	0.0153	Purifying_selection	0.6155
KRH18438	Recent	0.0921	Purifying_selection	0.2494
KRH18440	Recent	0.1243	Purifying_selection	0.5033
KRH18441	Recent	0.1292	Purifying_selection	0.3013
KRH18444	Recent	0.0925	Purifying_selection	0.2001
KRH18447	Recent	0.1355	Purifying_selection	0.634
KRH18448	Recent	0.0405	Purifying_selection	0.3754
KRH18449	Recent	0.2275	Purifying_selection	0.3408
KRH18450	Recent	0.1104	Purifying_selection	0.2726
KRH18451	Recent	0.0752	Neutral	1
KRH18452	Recent	0.4547	Purifying_selection	0.0866
KRH18453	Recent	0.0836	Purifying_selection	0.4591
KRH18455	Recent	0.2493	Purifying_selection	0.6214
KRH18456	Recent	0.2448	Purifying_selection	0.6214
KRH18457	Recent	0.4083	Purifying_selection	0.543
KRH18460	Recent	0.343	Purifying_selection	0.4516
KRH18462	Recent	0.1892	Purifying_selection	0.5086
KRH18465	Recent	0.101	Purifying_selection	0.4312
KRH18467	Recent	0.0866	Purifying_selection	0.1744
KRH18468	Recent	0.5796	Purifying_selection	0.2532
KRH18470	Recent	0.0701	Purifying_selection	0.4022
KRH18471	Recent	0.093	Purifying_selection	0.5856
KRH18472	Recent	0.0907	Purifying_selection	0.2617
KRH18473	Recent	0.1056	Purifying_selection	0.253
KRH18474	Recent	0.031	Purifying_selection	0.7364
KRH18475	Old	3.6281	Purifying_selection	0.0979
KRH18477	Recent	0.1862	Purifying_selection	0.4353
KRH18478	Recent	0.1073	Purifying_selection	0.4049
KRH18479	Recent	0.129	Purifying_selection	0.4451
KRH18481	Old	2.3215	Purifying_selection	0.2408
KRH18482	Recent	0.1219	Purifying_selection	0.2851
KRH18483	Recent	0.0804	Purifying_selection	0.1671
KRH18485	Recent	0.1316	Purifying_selection	0.3094
KRH18487	Recent	0.0832	Purifying_selection	0.119
KRH18489	Recent	0.8279	Purifying_selection	0.6959
KRH18490	Recent	0.1726	Purifying_selection	0.3681
KRH18491	Recent	0.0906	Purifying_selection	0.3296
KRH18492	Recent	0.0839	Purifying_selection	0.2995
KRH18493	Recent	0.0829	Purifying_selection	0.263
KRH18495	Recent	0.1578	Purifying_selection	0.3658
KRH18496	Recent	0.5144	Purifying_selection	0.2194
KRH18497	Recent	0.2462	Purifying_selection	0.2194
KRH18498	Recent	0.2445	Purifying_selection	0.3133
KRH18502	Recent	0.3104	Purifying_selection	0.5182
KRH18503	Recent	0.1095	Purifying_selection	0.306
KRH18504	Recent	0.1551	Purifying_selection	0.1662
KRH18507	Recent	1.2694	Purifying_selection	0.2651
KRH18509	Recent	0.1174	Purifying_selection	0.2089
KRH18515	Recent	0.0418	Purifying_selection	0.3499
KRH18526	Recent	1.1113	Purifying_selection	0.3388
KRH18527	Old	2.5617	Purifying_selection	0.2385
KRH18528	Recent	0.1758	Purifying_selection	0.2274
KRH18529	Recent	0.1561	Purifying_selection	0.3352
KRH18531	Recent	1.0835	Purifying_selection	0.2648
KRH18532	Recent	0.1474	Purifying_selection	0.4893
KRH18533	Recent	1.0835	Purifying_selection	0.2648
KRH18535	Recent	0.0759	Purifying_selection	0.3552
KRH18536	Recent	0.1229	Purifying_selection	0.4911
KRH18537	Recent	0.2332	Purifying_selection	0.6032
KRH18541	Recent	0.1019	Purifying_selection	0.1627
KRH18542	Recent	0.2396	Purifying_selection	0.278
KRH18545	Recent	0.2038	Purifying_selection	0.4457
KRH18546	Recent	0.4065	Purifying_selection	0.4457
KRH18548	Recent	0.0664	Purifying_selection	0.7978
KRH18549	Recent	0.1288	Purifying_selection	0.3443
KRH18550	Recent	0.1181	Purifying_selection	0.2668
KRH18551	Recent	1.1186	Purifying_selection	0.366
KRH18557	Recent	0.0788	Purifying_selection	0.3782
KRH18558	Recent	0.108	Purifying_selection	0.366
KRH18562	Recent	0.0994	Purifying_selection	0.3059
KRH18564	Recent	0.1493	Purifying_selection	0.2943
KRH18565	Recent	0.1381	Purifying_selection	0.2376
KRH18566	Recent	0.1106	Purifying_selection	0.1864
KRH18569	Recent	0.0938	Purifying_selection	0.2354
KRH18571	Recent	0.1846	Purifying_selection	0.2591
KRH18573	Recent	0.1137	Purifying_selection	0.567
KRH18576	Recent	0.1496	Purifying_selection	0.3223
KRH18579	Recent	0.1262	Purifying_selection	0.717
KRH18580	Recent	0.1053	Purifying_selection	0.0602
KRH18581	Recent	0.1891	Purifying_selection	0.1863
KRH18582	Recent	0.2172	Purifying_selection	0.2153
KRH18583	Recent	0.4396	Purifying_selection	0.1819
KRH18584	Recent	0.16	Purifying_selection	0.3712
KRH18585	Recent	0.2358	Purifying_selection	0.6194
KRH18587	Recent	0.1262	Purifying_selection	0.7745
KRH18589	Recent	0.1174	Purifying_selection	0.3295
KRH18590	Recent	0.589	Purifying_selection	0.4416
KRH18591	Recent	0.1588	Purifying_selection	0.5248
KRH18594	Recent	0.1618	Purifying_selection	0.3267
KRH18597	Recent	0.0827	Purifying_selection	0.1923
KRH18600	Recent	0.0339	Purifying_selection	0.8693
KRH18603	Recent	0.155	Purifying_selection	0.2956
KRH18604	Recent	0.1353	Purifying_selection	0.646
KRH18605	Recent	0.1688	Purifying_selection	0.2712
KRH18607	Recent	0.2608	Purifying_selection	0.1219
KRH18608	Recent	0.1682	Purifying_selection	0.2384
KRH18609	Recent	0.1054	Neutral	1
KRH18610	Recent	0.0174	Purifying_selection	0.6932
KRH18613	Recent	0.0669	Purifying_selection	0.6142
KRH18614	Recent	0.2918	Purifying_selection	0.2687
KRH18616	Recent	0.0976	Purifying_selection	0.2628
KRH18619	Recent	0.0622	Purifying_selection	0.4114
KRH18620	Recent	0.2758	Purifying_selection	0.4749
KRH18621	Recent	0.1606	Purifying_selection	0.5855
KRH18622	Recent	0.8025	Purifying_selection	0.1888
KRH18623	Recent	0.2818	Purifying_selection	0.5826
KRH18624	Recent	0.1004	Purifying_selection	0.4903
KRH18625	Recent	1.7101	Purifying_selection	0.3762
KRH18626	Recent	0.4678	Purifying_selection	0.3818
KRH18627	Recent	0.1143	Purifying_selection	0.2776
KRH18629	Recent	0.103	Purifying_selection	0.5305
KRH18630	Recent	0.3169	Purifying_selection	0.5645
KRH18633	Recent	0.3169	Purifying_selection	0.5645
KRH18636	Old	2.9854	Purifying_selection	0.0994
KRH18637	Recent	0.5819	Purifying_selection	0.1208
KRH18639	Recent	0.308	Purifying_selection	0.3455
KRH18640	Recent	0.1702	Purifying_selection	0.3848
KRH18643	Recent	0.1062	Purifying_selection	0.4484
KRH18651	Recent	0.7895	Purifying_selection	0.1977
KRH18652	Recent	0.1975	Purifying_selection	0.3279
KRH18653	Recent	0.4308	Purifying_selection	0.5619
KRH18654	Recent	0.2989	Purifying_selection	0.4703
KRH18656	Recent	0.197	Purifying_selection	0.9459
KRH18658	Recent	0.2532	Purifying_selection	0.3088
KRH18659	Recent	0.1032	Purifying_selection	0.3654
KRH18662	Recent	0.5658	Purifying_selection	0.3721
KRH18664	Recent	0.554	Purifying_selection	0.2875
KRH18666	Recent	0.1873	Purifying_selection	0.3615
KRH18668	Old	3.0108	Purifying_selection	0.3288
KRH18671	Recent	1.797	Purifying_selection	0.3288
KRH18675	Recent	0.1434	Purifying_selection	0.4268
KRH18676	Recent	0.0772	Purifying_selection	0.5548
KRH18677	Recent	0.0363	Neutral	1
KRH18679	Recent	0.2424	Purifying_selection	0.337
KRH18682	Recent	0.4705	Purifying_selection	0.3585
KRH18683	Recent	0.1382	Purifying_selection	0.5682
KRH18684	Recent	0.4067	Purifying_selection	0.6838
KRH18685	Recent	0.4108	Purifying_selection	0.5628
KRH18690	Recent	0.1293	Purifying_selection	0.1762
KRH18691	Old	3.866	Purifying_selection	0.1254
KRH18693	Recent	0.1131	Purifying_selection	0.3375
KRH18695	Recent	0.2051	Purifying_selection	0.321
KRH18696	Recent	0.2879	Purifying_selection	0.321
KRH18697	Recent	0.1953	Purifying_selection	0.2189
KRH18699	Recent	0.367	Purifying_selection	0.1984
KRH18700	Recent	0.1569	Purifying_selection	0.4726
KRH18702	Recent	0.09	Purifying_selection	0.3901
KRH18704	Recent	0.0127	Neutral	1
KRH18706	Recent	0.4736	Purifying_selection	0.3223
KRH18707	Recent	0.052	Neutral	1
KRH18708	Recent	0.2873	Purifying_selection	0.5739
KRH18709	Recent	0.1163	Purifying_selection	0.396
KRH18711	Recent	0.1003	Purifying_selection	0.1283
KRH18712	Recent	0.1614	Purifying_selection	0.2905
KRH18714	Recent	0.2392	Purifying_selection	0.6189
KRH18715	Recent	0.283	Purifying_selection	0.1303
KRH18716	Recent	0.1123	Purifying_selection	0.1715
KRH18718	Recent	0.0619	Purifying_selection	0.5259
KRH18721	Recent	0.2736	Purifying_selection	0.8097
KRH18723	Recent	0.1188	Purifying_selection	0.2598
KRH18724	Recent	0.5322	Purifying_selection	0.4211
KRH18725	Recent	0.115	Purifying_selection	0.4184
KRH18726	Recent	0.3977	Purifying_selection	0.3251
KRH18727	Recent	0.1914	Purifying_selection	0.171
KRH18728	Recent	0.1829	Purifying_selection	0.6527
KRH18729	Recent	0.1832	Neutral	1
KRH18733	Recent	0.1832	Neutral	1
KRH18734	Recent	0.1376	Purifying_selection	0.2225
KRH18736	Recent	0.157	Purifying_selection	0.3764
KRH18739	Recent	0.1254	Purifying_selection	0.2413
KRH18742	Recent	0.2047	Purifying_selection	0.8625
KRH18746	Recent	0.3074	Purifying_selection	0.387
KRH18757	Recent	0.1013	Purifying_selection	0.0925
KRH18759	Recent	0.0941	Purifying_selection	0.2721
KRH18761	Recent	0.1048	Purifying_selection	0.5838
KRH18762	Recent	1.0454	Purifying_selection	0.1609
KRH18764	Recent	0.1511	Purifying_selection	0.2558
KRH18765	Old	3.6025	Purifying_selection	0.1043
KRH18766	Recent	0.0668	Purifying_selection	0.3299
KRH18767	Recent	0.4147	Purifying_selection	0.533
KRH18768	Recent	0.1283	Purifying_selection	0.3383
KRH18771	Recent	0.7636	Purifying_selection	0.3166
KRH18772	Recent	0.1428	Purifying_selection	0.3013
KRH18773	Recent	0.3259	Purifying_selection	0.3628
KRH18775	Recent	0.1039	Purifying_selection	0.6027
KRH18776	Recent	1.061	Purifying_selection	0.1971
KRH18778	Recent	0.1676	Purifying_selection	0.0282
KRH18780	Recent	0.1253	Purifying_selection	0.4852
KRH18781	Recent	0.0918	Purifying_selection	0.3809
KRH18786	Recent	0.1493	Purifying_selection	0.1145
KRH18787	Recent	0.1825	Purifying_selection	0.3007
KRH18789	Recent	0.6449	Purifying_selection	0.4403
KRH18791	Recent	0.313	Purifying_selection	0.5205
KRH18792	Recent	0.323	Purifying_selection	0.5726
KRH18793	Recent	0.3556	Purifying_selection	0.1751
KRH18798	Recent	0.08	Purifying_selection	0.2139
KRH18799	Recent	0.0872	Purifying_selection	0.4655
KRH18804	Recent	0.1879	Neutral	1
KRH18807	Recent	0.1477	Purifying_selection	0.1583
KRH18809	Recent	0.1402	Purifying_selection	0.1791
KRH18810	Recent	0.2819	Purifying_selection	0.3425
KRH18814	Recent	0.2847	Purifying_selection	0.3192
KRH18815	Recent	0.0142	Neutral	1
KRH18816	Recent	0.4533	Purifying_selection	0.2536
KRH18819	Recent	0.1415	Purifying_selection	0.3894
KRH18821	Recent	0.2117	Purifying_selection	0.619
KRH18822	Recent	0.1179	Purifying_selection	0.2624
KRH18825	Recent	0.0783	Purifying_selection	0.4863
KRH18826	Recent	0.1072	Purifying_selection	0.2411
KRH18828	Recent	0.1271	Purifying_selection	0.4224
KRH18829	Recent	0.124	Purifying_selection	0.4499
KRH18830	Recent	0.7431	Purifying_selection	0.4062
KRH18831	Recent	0.3068	Purifying_selection	0.2362
KRH18837	Recent	0.0712	Purifying_selection	0.3839
KRH18840	Recent	0.1631	Purifying_selection	0.9233
KRH18841	Recent	0.1037	Purifying_selection	0.1979
KRH18843	Recent	0.1828	Neutral	1
KRH18844	Recent	0.1218	Purifying_selection	0.3643
KRH18845	Recent	0.3019	Purifying_selection	0.4809
KRH18846	Recent	0.3019	Purifying_selection	0.4809
KRH18847	Recent	0.0525	Purifying_selection	0.3982
KRH18848	Recent	0.1186	Positive_selection	1.3486
KRH18849	Recent	0.1267	Purifying_selection	0.3491
KRH18853	Recent	0.0805	Purifying_selection	0.4844
KRH18859	Recent	0.1054	Purifying_selection	0.3488
KRH18860	Recent	0.0667	Neutral	1
KRH18862	Recent	0.1709	Purifying_selection	0.4588
KRH18863	Recent	0.6607	Purifying_selection	0.5011
KRH18864	Recent	0.1623	Purifying_selection	0.8214
KRH18866	Recent	0.2646	Purifying_selection	0.0876
KRH18868	Recent	0.1127	Purifying_selection	0.4763
KRH18874	Recent	0.0857	Purifying_selection	0.3281
KRH18875	Recent	1.6155	Purifying_selection	0.3395
KRH18877	Recent	0.4004	Purifying_selection	0.3897
KRH18880	Recent	0.4004	Purifying_selection	0.3479
KRH18881	Recent	0.0724	Purifying_selection	0.8878
KRH18882	Recent	0.8255	Purifying_selection	0.386
KRH18883	Recent	0.1899	Purifying_selection	0.4496
KRH18888	Recent	0.0878	Purifying_selection	0.3608
